Finished,Consent,Scenario_T_First Click,Scenario_T_Last Click,Scenario_T_Page Submit,Scenario_T_Click Count,Demo_Answer,Demo_Fail,Q46_First Click,Q46_Last Click,Q46_Page Submit,Q46_Click Count,Val_1,Val_2,Val_3,Val_T_First Click,Val_T_Last Click,Val_T_Page Submit,Val_T_Click Count,1_AI,1_R1,1_R2,1_R3,1_P1_T_First Click,1_P1_T_Last Click,1_P1_T_Page Submit,1_P1_T_Click Count,2_AI,2_R1,2_R2,2_R3,2_P1_T_First Click,2_P1_T_Last Click,2_P1_T_Page Submit,2_P1_T_Click Count,3_AI,3_R1,3_R2,3_R3,3_P1_T_First Click,3_P1_T_Last Click,3_P1_T_Page Submit,3_P1_T_Click Count,4_AI,4_R1,4_R2,4_R3,4_P1_T_First Click,4_P1_T_Last Click,4_P1_T_Page Submit,4_P1_T_Click Count,5_AI,5_R1,5_R2,5_R3,5_P1_T_First Click,5_P1_T_Last Click,5_P1_T_Page Submit,5_P1_T_Click Count,6_AI,6_R1,6_R2,6_R3,6_P1_T_First Click,6_P1_T_Last Click,6_P1_T_Page Submit,6_P1_T_Click Count,7_AI,7_R1,7_R2,7_R3,7_P1_T_First Click,7_P1_T_Last Click,7_P1_T_Page Submit,7_P1_T_Click Count,8_AI,8_R1,8_R2,8_R3,8_P1_T_First Click,8_P1_T_Last Click,8_P1_T_Page Submit,8_P1_T_Click Count,9_AI,9_R1,9_R2,9_R3,9_P1_T_First Click,9_P1_T_Last Click,9_P1_T_Page Submit,9_P1_T_Click Count,10_AI,10_R1,10_R2,10_R3,10_P1_T_First Click,10_P1_T_Last Click,10_P1_T_Page Submit,10_P1_T_Click Count,Val_4,General_2,General_3,General_1,General_T_First Click,General_T_Last Click,General_T_Page Submit,General_T_Click Count,Attitude_1,Attitude_2,Attitude_3,Attitude_4,Attitude_t_First Click,Attitude_t_Last Click,Attitude_t_Page Submit,Attitude_t_Click Count,Ideology,Geography,Gender,Education,Birthyear,Follow_3,Follow_1_1,Follow_1_2,Follow_1_3,Follow_1b,Follow_2,Q151,ProfileID_1,ProfileID_2,ProfileID_3,ProfileID_4,ProfileID_5,ProfileID_6,ProfileID_7,ProfileID_8,ProfileID_9,ProfileID_10,condition
Finished,"I have read the above information, and have received answers to any questions I asked.",Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Describe in 2-3 sentences what the system is doing:,,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,"Some warm-up questions to begin with: 

Choose the accurate rephrasing of  ""It is easy to see John"".",Choose the scenario described:,Indicate how the profiles are created:,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,${e://Field/ProfileID_1} - This profile has been:,"${e://Field/ProfileID_1} - This person maintains a clean, safe, and comfortable household:",${e://Field/ProfileID_1} - This person will be concerned about satisfying my needs during the stay:,"${e://Field/ProfileID_1} - This person will not intentionally harm, overcharge, or scam me:",Timing - ${e://Field/ProfileID_1} - Timing - First Click,Timing - ${e://Field/ProfileID_1} - Timing - Last Click,Timing - ${e://Field/ProfileID_1} - Timing - Page Submit,Timing - ${e://Field/ProfileID_1} - Timing - Click Count,${e://Field/ProfileID_2} - This profile has been:,"${e://Field/ProfileID_2} - This person maintains a clean, safe, and comfortable household:",${e://Field/ProfileID_2} - This person will be concerned about satisfying my needs during the stay:,"${e://Field/ProfileID_2} - This person will not intentionally harm, overcharge, or scam me:",Timing - ${e://Field/ProfileID_2} - Timing - First Click,Timing - ${e://Field/ProfileID_2} - Timing - Last Click,Timing - ${e://Field/ProfileID_2} - Timing - Page Submit,Timing - ${e://Field/ProfileID_2} - Timing - Click Count,${e://Field/ProfileID_3} - This profile has been:,"${e://Field/ProfileID_3} - This person maintains a clean, safe, and comfortable household:",${e://Field/ProfileID_3} - This person will be concerned about satisfying my needs during the stay:,"${e://Field/ProfileID_3} - This person will not intentionally harm, overcharge, or scam me:",Timing - ${e://Field/ProfileID_3} - Timing - First Click,Timing - ${e://Field/ProfileID_3} - Timing - Last Click,Timing - ${e://Field/ProfileID_3} - Timing - Page Submit,Timing - ${e://Field/ProfileID_3} - Timing - Click Count,${e://Field/ProfileID_4} - This profile has been:,"${e://Field/ProfileID_4} - This person maintains a clean, safe, and comfortable household:",${e://Field/ProfileID_4} - This person will be concerned about satisfying my needs during the stay:,"${e://Field/ProfileID_4} - This person will not intentionally harm, overcharge, or scam me:",Timing - ${e://Field/ProfileID_4} - Timing - First Click,Timing - ${e://Field/ProfileID_4} - Timing - Last Click,Timing - ${e://Field/ProfileID_4} - Timing - Page Submit,Timing - ${e://Field/ProfileID_4} - Timing - Click Count,${e://Field/ProfileID_5} - This profile has been:,"${e://Field/ProfileID_5} - This person maintains a clean, safe, and comfortable household:",${e://Field/ProfileID_5} - This person will be concerned about satisfying my needs during the stay:,"${e://Field/ProfileID_5} - This person will not intentionally harm, overcharge, or scam me:",Timing - ${e://Field/ProfileID_5} - Timing - First Click,Timing - ${e://Field/ProfileID_5} - Timing - Last Click,Timing - ${e://Field/ProfileID_5} - Timing - Page Submit,Timing - ${e://Field/ProfileID_5} - Timing - Click Count,${e://Field/ProfileID_6} - This profile has been:,"${e://Field/ProfileID_6} - This person maintains a clean, safe, and comfortable household:",${e://Field/ProfileID_6} - This person will be concerned about satisfying my needs during the stay:,"${e://Field/ProfileID_6} - This person will not intentionally harm, overcharge, or scam me:",Timing - ${e://Field/ProfileID_6} - Timing - First Click,Timing - ${e://Field/ProfileID_6} - Timing - Last Click,Timing - ${e://Field/ProfileID_6} - Timing - Page Submit,Timing - ${e://Field/ProfileID_6} - Timing - Click Count,${e://Field/ProfileID_7} - This profile has been:,"${e://Field/ProfileID_7} - This person maintains a clean, safe, and comfortable household:",${e://Field/ProfileID_7} - This person will be concerned about satisfying my needs during the stay:,"${e://Field/ProfileID_7} - This person will not intentionally harm, overcharge, or scam me:",Timing - ${e://Field/ProfileID_7} - Timing - First Click,Timing - ${e://Field/ProfileID_7} - Timing - Last Click,Timing - ${e://Field/ProfileID_7} - Timing - Page Submit,Timing - ${e://Field/ProfileID_7} - Timing - Click Count,${e://Field/ProfileID_8} - This profile has been:,"${e://Field/ProfileID_8} - This person maintains a clean, safe, and comfortable household:",${e://Field/ProfileID_8} - This person will be concerned about satisfying my needs during the stay:,"${e://Field/ProfileID_8} - This person will not intentionally harm, overcharge, or scam me:",Timing - ${e://Field/ProfileID_8} - Timing - First Click,Timing - ${e://Field/ProfileID_8} - Timing - Last Click,Timing - ${e://Field/ProfileID_8} - Timing - Page Submit,Timing - ${e://Field/ProfileID_8} - Timing - Click Count,${e://Field/ProfileID_9} - This profile has been:,"${e://Field/ProfileID_9} - This person maintains a clean, safe, and comfortable household:",${e://Field/ProfileID_9} - This person will be concerned about satisfying my needs during the stay:,"${e://Field/ProfileID_9} - This person will not intentionally harm, overcharge, or scam me:",Timing - ${e://Field/ProfileID_9} - Timing - First Click,Timing - ${e://Field/ProfileID_9} - Timing - Last Click,Timing - ${e://Field/ProfileID_9} - Timing - Page Submit,Timing - ${e://Field/ProfileID_9} - Timing - Click Count,${e://Field/ProfileID_10} - This profile has been:,"${e://Field/ProfileID_10} - This person maintains a clean, safe, and comfortable household:",${e://Field/ProfileID_10} - This person will be concerned about satisfying my needs during the stay:,"${e://Field/ProfileID_10} - This person will not intentionally harm, overcharge, or scam me:",Timing - ${e://Field/ProfileID_10} - Timing - First Click,Timing - ${e://Field/ProfileID_10} - Timing - Last Click,Timing - ${e://Field/ProfileID_10} - Timing - Page Submit,Timing - ${e://Field/ProfileID_10} - Timing - Click Count,Indicate how the profiles are created:,"In general, most people are basically good and kind:","In general, most people are basically honest:","In general, most people maintain a clean, safe, and comfortable household:",Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Artificial intelligence is bringing us into a bright new era:,Artificial intelligence can eliminate a lot of tedious work for people:,Artificial intelligence is lessening the importance of too many jobs now done by humans:,Artificial intelligence makes me uncomfortable because I do not understand it:,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Where would you place yourself on a scale from liberal to conservative?,Indicate your geography:,What is your sex?,What is the highest level of school you have completed or the highest degree you have received?,What is your year of birth?,Please describe what you perceived as the purpose of this study:,Name up to three factors you considered when rating a host profile: - Factor 1:,Name up to three factors you considered when rating a host profile: - Factor 2:,Name up to three factors you considered when rating a host profile: - Factor 3:,How did you decide whether a profile was AI-generated?,What do you think about computer-generated profiles?,"I have been debriefed by the Research team, and I understand the true intent of and the purpose of the study.",ProfileID_1,ProfileID_2,ProfileID_3,ProfileID_4,ProfileID_5,ProfileID_6,ProfileID_7,ProfileID_8,ProfileID_9,ProfileID_10,condition
"{""ImportId"":""finished""}","{""ImportId"":""QID153""}","{""ImportId"":""QID171_FIRST_CLICK""}","{""ImportId"":""QID171_LAST_CLICK""}","{""ImportId"":""QID171_PAGE_SUBMIT""}","{""ImportId"":""QID171_CLICK_COUNT""}","{""ImportId"":""QID56_TEXT""}",,"{""ImportId"":""QID59_FIRST_CLICK""}","{""ImportId"":""QID59_LAST_CLICK""}","{""ImportId"":""QID59_PAGE_SUBMIT""}","{""ImportId"":""QID59_CLICK_COUNT""}","{""ImportId"":""QID60""}","{""ImportId"":""QID61""}","{""ImportId"":""QID223""}","{""ImportId"":""QID111_FIRST_CLICK""}","{""ImportId"":""QID111_LAST_CLICK""}","{""ImportId"":""QID111_PAGE_SUBMIT""}","{""ImportId"":""QID111_CLICK_COUNT""}","{""ImportId"":""1_QID222""}","{""ImportId"":""1_QID19""}","{""ImportId"":""1_QID18""}","{""ImportId"":""1_QID20""}","{""ImportId"":""1_QID110_FIRST_CLICK""}","{""ImportId"":""1_QID110_LAST_CLICK""}","{""ImportId"":""1_QID110_PAGE_SUBMIT""}","{""ImportId"":""1_QID110_CLICK_COUNT""}","{""ImportId"":""2_QID222""}","{""ImportId"":""2_QID19""}","{""ImportId"":""2_QID18""}","{""ImportId"":""2_QID20""}","{""ImportId"":""2_QID110_FIRST_CLICK""}","{""ImportId"":""2_QID110_LAST_CLICK""}","{""ImportId"":""2_QID110_PAGE_SUBMIT""}","{""ImportId"":""2_QID110_CLICK_COUNT""}","{""ImportId"":""3_QID222""}","{""ImportId"":""3_QID19""}","{""ImportId"":""3_QID18""}","{""ImportId"":""3_QID20""}","{""ImportId"":""3_QID110_FIRST_CLICK""}","{""ImportId"":""3_QID110_LAST_CLICK""}","{""ImportId"":""3_QID110_PAGE_SUBMIT""}","{""ImportId"":""3_QID110_CLICK_COUNT""}","{""ImportId"":""4_QID222""}","{""ImportId"":""4_QID19""}","{""ImportId"":""4_QID18""}","{""ImportId"":""4_QID20""}","{""ImportId"":""4_QID110_FIRST_CLICK""}","{""ImportId"":""4_QID110_LAST_CLICK""}","{""ImportId"":""4_QID110_PAGE_SUBMIT""}","{""ImportId"":""4_QID110_CLICK_COUNT""}","{""ImportId"":""5_QID222""}","{""ImportId"":""5_QID19""}","{""ImportId"":""5_QID18""}","{""ImportId"":""5_QID20""}","{""ImportId"":""5_QID110_FIRST_CLICK""}","{""ImportId"":""5_QID110_LAST_CLICK""}","{""ImportId"":""5_QID110_PAGE_SUBMIT""}","{""ImportId"":""5_QID110_CLICK_COUNT""}","{""ImportId"":""6_QID222""}","{""ImportId"":""6_QID19""}","{""ImportId"":""6_QID18""}","{""ImportId"":""6_QID20""}","{""ImportId"":""6_QID110_FIRST_CLICK""}","{""ImportId"":""6_QID110_LAST_CLICK""}","{""ImportId"":""6_QID110_PAGE_SUBMIT""}","{""ImportId"":""6_QID110_CLICK_COUNT""}","{""ImportId"":""7_QID222""}","{""ImportId"":""7_QID19""}","{""ImportId"":""7_QID18""}","{""ImportId"":""7_QID20""}","{""ImportId"":""7_QID110_FIRST_CLICK""}","{""ImportId"":""7_QID110_LAST_CLICK""}","{""ImportId"":""7_QID110_PAGE_SUBMIT""}","{""ImportId"":""7_QID110_CLICK_COUNT""}","{""ImportId"":""8_QID222""}","{""ImportId"":""8_QID19""}","{""ImportId"":""8_QID18""}","{""ImportId"":""8_QID20""}","{""ImportId"":""8_QID110_FIRST_CLICK""}","{""ImportId"":""8_QID110_LAST_CLICK""}","{""ImportId"":""8_QID110_PAGE_SUBMIT""}","{""ImportId"":""8_QID110_CLICK_COUNT""}","{""ImportId"":""9_QID222""}","{""ImportId"":""9_QID19""}","{""ImportId"":""9_QID18""}","{""ImportId"":""9_QID20""}","{""ImportId"":""9_QID110_FIRST_CLICK""}","{""ImportId"":""9_QID110_LAST_CLICK""}","{""ImportId"":""9_QID110_PAGE_SUBMIT""}","{""ImportId"":""9_QID110_CLICK_COUNT""}","{""ImportId"":""10_QID222""}","{""ImportId"":""10_QID19""}","{""ImportId"":""10_QID18""}","{""ImportId"":""10_QID20""}","{""ImportId"":""10_QID110_FIRST_CLICK""}","{""ImportId"":""10_QID110_LAST_CLICK""}","{""ImportId"":""10_QID110_PAGE_SUBMIT""}","{""ImportId"":""10_QID110_CLICK_COUNT""}","{""ImportId"":""QID236""}","{""ImportId"":""QID145""}","{""ImportId"":""QID146""}","{""ImportId"":""QID144""}","{""ImportId"":""QID147_FIRST_CLICK""}","{""ImportId"":""QID147_LAST_CLICK""}","{""ImportId"":""QID147_PAGE_SUBMIT""}","{""ImportId"":""QID147_CLICK_COUNT""}","{""ImportId"":""QID173""}","{""ImportId"":""QID174""}","{""ImportId"":""QID175""}","{""ImportId"":""QID178""}","{""ImportId"":""QID176_FIRST_CLICK""}","{""ImportId"":""QID176_LAST_CLICK""}","{""ImportId"":""QID176_PAGE_SUBMIT""}","{""ImportId"":""QID176_CLICK_COUNT""}","{""ImportId"":""QID238""}","{""ImportId"":""QID184""}","{""ImportId"":""QID183""}","{""ImportId"":""QID182""}","{""ImportId"":""QID181_TEXT""}","{""ImportId"":""QID113_TEXT""}","{""ImportId"":""QID186_1""}","{""ImportId"":""QID186_2""}","{""ImportId"":""QID186_3""}","{""ImportId"":""QID233_TEXT""}","{""ImportId"":""QID103_TEXT""}","{""ImportId"":""QID151""}","{""ImportId"":""ProfileID_1""}","{""ImportId"":""ProfileID_2""}","{""ImportId"":""ProfileID_3""}","{""ImportId"":""ProfileID_4""}","{""ImportId"":""ProfileID_5""}","{""ImportId"":""ProfileID_6""}","{""ImportId"":""ProfileID_7""}","{""ImportId"":""ProfileID_8""}","{""ImportId"":""ProfileID_9""}","{""ImportId"":""ProfileID_10""}","{""ImportId"":""condition""}"
TRUE,I CONSENT to take part in the study.,0.697,0.697,0.82,1,,,,,,,John is easy to see.,I am traveling and the person in the profile offers to host me.,,5.41,10.142,11.9,2,,90,70,90,12.376,16.388,16.512,4,,Highly confident  100%,70,Highly confident  100%,8.969,12.609,13.671,3,,60,80,80,9.038,11.182,11.249,3,,90,70,Highly confident  100%,9.601,12.45,12.613,4,,Highly confident  100%,90,Highly confident  100%,9.378,11.342,11.467,3,,70,70,Highly confident  100%,5.671,7.42,7.568,3,,Highly confident  100%,80,Highly confident  100%,5.984,7.349,7.457,3,,70,50,80,6.752,9.587,9.614,3,,80,80,Highly confident  100%,4.439,5.993,6.132,3,,80,Highly confident  100%,Highly confident  100%,4.926,6.512,6.628,3,,90,90,70,12.244,14.315,14.443,3,Strongly agree 100%,Strongly agree 100%,50,Strongly disagree 0%,2.753,8.238,8.334,4,somewhat conservative,Suburban,Male,Bachelor's degree in college,1973,not sure,language used,punctuation used,grammar,,,,15,13,28,18,8,29,11,10,17,27,control
TRUE,I CONSENT to take part in the study.,0,0,3.704,0,the program is generating a profile. its doing this automatically ,,9.762,9.762,30.13,1,John is easy to see.,I am traveling and the person in the profile offers to host me.,"Some were generated by the AI system, some were written by the host.",5.193,18.071,20.822,4,,50,30,60,1.917,5.483,6.347,3,,70,40,50,0.813,2.989,3.938,3,,40,50,50,1.959,4.545,5.405,4,,50,30,60,10.983,16.153,17.233,4,,60,40,50,1.452,3.403,5,3,,40,50,40,1.317,4.499,7.834,4,,40,30,50,0.675,3.765,5.952,5,,80,40,40,1.094,3.963,6.448,3,,30,40,20,2.98,7.843,10.969,5,,40,60,40,1.858,4.719,6.075,3,"Some were generated by the AI system, some were written by the host.",30,40,60,13.027,19.646,21.845,7,50,30,50,50,0.767,3.704,6.162,4,somewhat conservative,Urban,Male,Bachelor's degree in college,1996,idk,how tgood it looks ,function,practicality,,its ok. i habe no specifc prefrence per say,I AGREE that the data collected during the study may be included for the purpose of the study.,27,8,7,14,1,15,26,23,28,21,uncertainty
TRUE,I CONSENT to take part in the study.,0,0,4.932,0,,,,,,,John is easy to see.,I am traveling and the person in the profile offers to host me.,,7.778,12.771,13.665,2,,70,80,80,19.093,23.479,24.302,3,,80,90,90,8.604,10.219,10.732,3,,60,70,70,4.994,6.621,7.786,3,,90,90,90,3.187,6.348,7.06,4,,60,50,70,3.222,5.91,6.574,3,,70,80,70,2.751,4.037,5.014,3,,70,80,80,0.964,4.158,4.646,3,,70,80,70,2.289,3.632,4.193,3,,70,70,80,12.348,14.77,15.48,4,,60,70,70,0.928,7.963,9.216,6,,60,60,70,1.212,9.051,9.636,4,80,90,80,40,2.074,9.13,10.179,4,somewhat liberal,Suburban,Male,Master's degree,1989,Determining how profile introductions affect perception of their ability to create a positive experience.,Professional Profile,Open Communication,Past Reviews,,,,29,8,15,13,23,16,22,27,10,3,control
TRUE,I CONSENT to take part in the study.,0,0,1.143,0,,,,,,,John is easy to see.,The person in the profile and I are traveling together.,,20.314,24.89,27.498,2,,70,90,70,40.256,41.68,42.289,3,,60,40,70,3.554,5.865,6.505,4,,80,90,70,1.085,2.622,3.805,3,,70,50,70,1.759,3.56,4.455,3,,60,90,70,1.092,2.38,3.332,3,,80,60,70,1.024,2.56,3.089,4,,30,70,70,2.093,4.532,5.382,3,,70,60,90,0.904,2.016,2.703,3,,60,90,80,1.236,3.875,4.261,6,,90,40,80,17.824,19.56,20.354,3,,60,60,90,0.892,2.573,3.756,3,70,90,70,80,0.694,3.679,4.487,6,conservative,Urban,Male,Master's degree,1990,God study,Good,Nice,Awesome,,,,19,20,24,15,1,30,3,8,22,12,control
TRUE,I CONSENT to take part in the study.,0,0,4.828,0,,,,,,,John is easy to see.,I am traveling and the person in the profile offers to host me.,,6.53,13.385,15.337,2,,70,70,60,22.922,27.3,28.619,3,,60,70,60,12.621,17.45,18.577,3,,60,50,60,8.641,15.232,16.048,4,,40,50,50,9.754,12.678,13.661,3,,70,60,60,9.482,12.515,13.486,3,,80,70,70,6.586,10.425,10.798,5,,60,50,50,12.052,14.699,15.348,3,,50,50,50,12.421,19.089,20.04,3,,60,60,50,15.473,18.141,18.774,3,,70,70,60,6.663,8.356,9.364,3,,70,40,40,4.072,8.898,9.22,4,Strongly agree 100%,Strongly agree 100%,Strongly disagree 0%,Strongly disagree 0%,3.442,10.495,11.296,4,somewhat conservative,Suburban,Male,Master's degree,1992,How people perceive others based on their profiles,Whether they mention their home,Whether they have traveled themselves,Whether their profile sounded friendly,,,,26,1,3,6,13,22,18,16,24,14,control
TRUE,I CONSENT to take part in the study.,0,0,0.946,0,,,,,,,John is easy to see.,I am traveling and the person in the profile offers to host me.,,8.937,24.723,26.198,2,,70,80,20,10.866,17.781,18.671,6,,90,90,90,3.102,8.607,8.878,6,,60,60,30,16.613,22.51,23.207,5,,80,80,70,10.081,13.163,13.838,3,,80,80,80,4.55,6.65,17.083,3,,70,80,60,8.824,13.407,13.657,4,,90,90,80,4.458,7.177,7.807,3,,80,80,60,2.717,5.48,6.5,3,,70,70,50,4.089,5.797,6.857,3,,80,80,50,4.564,6.166,6.726,3,,50,50,50,2.74,4.098,4.901,3,80,80,80,30,3.927,12.159,13.118,6,somewhat liberal,Suburban,Female,High school graduate,1992,Opinions of host and households.,How long the person has lived there.,How detailed their post is.,Whether or not they seem guinuine.,,,,20,1,26,8,27,14,17,9,4,30,control
TRUE,I CONSENT to take part in the study.,1.091,1.091,1.401,1,It is generating host profiles. This is done randomly.,,2.223,20.287,20.751,11,John is easy to see.,I am traveling and the person in the profile offers to host me.,"Some were generated by the AI system, some were written by the host.",3.701,10.248,11.487,10,,90,80,80,1.349,12.595,13.099,23,,90,80,90,5.111,11.181,11.545,15,,90,90,90,1.157,11.201,11.674,15,,90,90,90,1.013,8.601,9.074,18,,90,80,80,8.188,18.906,19.378,16,,70,60,50,0.791,15.582,16.715,23,,90,80,80,1.679,8.608,9.252,17,,90,80,80,0.863,9.116,9.5,16,,80,70,90,0.936,9.988,10.41,19,,90,80,90,1.518,6.1,6.587,14,"Some were generated by the AI system, some were written by the host.",70,70,60,1.17,8.06,8.597,17,60,70,50,20,1.597,11.793,12.301,22,liberal,Urban,Female,High school graduate,1992,Judging others intentions,Friendliness,Hobbies,Genuineness,,They're fake and feel kind of unfair.,I AGREE that the data collected during the study may be included for the purpose of the study.,23,21,20,14,2,10,30,15,18,3,uncertainty
TRUE,I CONSENT to take part in the study.,0,0,1.345,0,,,,,,,John is easy to see.,I am traveling and the person in the profile offers to host me.,,6.452,17.708,21.258,2,,Highly confident  100%,Highly confident  100%,Highly confident  100%,11.175,15.687,16.385,3,,Highly confident  100%,Highly confident  100%,Highly confident  100%,9.675,11.706,12.423,3,,70,70,60,31.305,35.433,36.262,3,,70,80,90,8.403,12.031,13.162,3,,70,70,50,9.664,13.256,14.098,3,,Highly confident  100%,Highly confident  100%,Highly confident  100%,9.397,11.804,12.117,4,,70,80,70,10.568,14.24,15.018,4,,70,70,70,22.138,25.747,26.595,3,,Highly confident  100%,Highly confident  100%,Highly confident  100%,21.911,24.61,25.833,3,,Highly confident  100%,Highly confident  100%,Highly confident  100%,5.765,6.916,7.998,3,,80,70,80,4.026,6.97,7.694,3,Strongly agree 100%,Strongly agree 100%,Strongly agree 100%,Strongly disagree 0%,2.352,29.109,30.156,5,liberal,Rural,Male,High school graduate,1989,I am not sure,cost,convenience,location,,,,20,16,19,5,12,26,11,29,13,4,control
