Finished,Consent,Scenario_T_First Click,Scenario_T_Last Click,Scenario_T_Page Submit,Scenario_T_Click Count,Demo_Reject,Demo_Answer,Q46_First Click,Q46_Last Click,Q46_Page Submit,Q46_Click Count,Val_1,Q116,Val_2,Val_T_First Click,Val_T_Last Click,Val_T_Page Submit,Val_T_Click Count,P1_G,P1_1,P1_2,P1_3,P1_T_First Click,P1_T_Last Click,P1_T_Page Submit,P1_T_Click Count,P2_G,P2_1,P2_2,P2_3,P2_T_First Click,P2_T_Last Click,P2_T_Page Submit,P2_T_Click Count,P3_G,P3_1,P3_2,P3_3,P3_T_First Click,P3_T_Last Click,P3_T_Page Submit,P3_T_Click Count,P4_G,P4_1,P4_2,P4_3,P4_T_First Click,P4_T_Last Click,P4_T_Page Submit,P4_T_Click Count,P5_G,P5_1,P5_2,P5_3,P5_T_First Click,P5_T_Last Click,P5_T_Page Submit,P5_T_Click Count,P6_G,P6_1,P6_2,P6_3,P6_T_First Click,P6_T_Last Click,P6_T_Page Submit,P6_T_Click Count,P7_G,P7_1,P7_2,P7_3,P7_T_First Click,P7_T_Last Click,P7_T_Page Submit,P7_T_Click Count,P8_G,P8_1,P8_2,P8_3,P8_T_First Click,P8_T_Last Click,P8_T_Page Submit,P8_T_Click Count,P9_G,P9_1,P9_2,P9_3,P9_T_First Click,P9_T_Last Click,P9_T_Page Submit,P9_T_Click Count,P10_G,P10_1,P10_2,P10_3,P10_T_First Click,P10_T_Last Click,P10_T_Page Submit,P10_T_Click Count,General_2,General_3,General_1,General_T_First Click,General_T_Last Click,General_T_Page Submit,General_T_Click Count,Attitude_1,Attitude_2,Attitude_3,Attitude_4,Attitude_t_First Click,Attitude_t_Last Click,Attitude_t_Page Submit,Attitude_t_Click Count,Geography,Gender,Education,Birthyear,Follow_1_1,Follow_1_2,Follow_1_3,Follow_1b,Follow_2,Q151,condition
Finished,"I have read the above information, and have received answers to any questions I asked.",Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,,Describe in 2-3 sentences what the system is doing:,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Choose the scenario described:,Indicate how the profiles are created:,"Choose the accurate rewording of:

It is easy to see John.",Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,This profile has been:,"This person maintains a clean, safe, and comfortable household:",This person will be concerned about satisfying my needs during the stay:,"This person will not intentionally harm, overcharge, or scam me:",Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,This profile has been:,"This person maintains a clean, safe, and comfortable household:",This person will be concerned about satisfying my needs during the stay:,"This person will not intentionally harm, overcharge, or scam me:",Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,This profile has been:,"This person maintains a clean, safe, and comfortable household:",This person will be concerned about satisfying my needs during the stay:,"This person will not intentionally harm, overcharge, or scam me:",Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,This profile has been:,"This person maintains a clean, safe, and comfortable household:",This person will be concerned about satisfying my needs during the stay:,"This person will not intentionally harm, overcharge, or scam me:",Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,This profile has been:,"This person maintains a clean, safe, and comfortable household:",This person will be concerned about satisfying my needs during the stay:,"This person will not intentionally harm, overcharge, or scam me:",Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,This profile has been:,"This person maintains a clean, safe, and comfortable household:",This person will be concerned about satisfying my needs during the stay:,"This person will not intentionally harm, overcharge, or scam me:",Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,This profile has been:,"This person maintains a clean, safe, and comfortable household:",This person will be concerned about satisfying my needs during the stay:,"This person will not intentionally harm, overcharge, or scam me:",Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,This profile has been:,"This person maintains a clean, safe, and comfortable household:",This person will be concerned about satisfying my needs during the stay:,"This person will not intentionally harm, overcharge, or scam me:",Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,This profile has been:,"This person maintains a clean, safe, and comfortable household:",This person will be concerned about satisfying my needs during the stay:,"This person will not intentionally harm, overcharge, or scam me:",Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,This profile has been:,"This person maintains a clean, safe, and comfortable household:",This person will be concerned about satisfying my needs during the stay:,"This person will not intentionally harm, overcharge, or scam me:",Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,"In general, most people are basically good and kind:","In general, most people are basically honest:","In general, most people maintain a clean, safe, and comfortable household:",Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Artificial intelligence is bringing us into a bright new era:,Artificial intelligence can eliminate a lot of tedious work for people:,Artificial intelligence is lessening the importance of too many jobs now done by humans:,Artificial intelligence makes me uncomfortable because I do not understand it:,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Indicate your geography:,What is your sex?,What is the highest level of school you have completed or the highest degree you have received?,What is your year of birth?,Name up to three factors you considered when rating a host profile: - Factor 1:,Name up to three factors you considered when rating a host profile: - Factor 2:,Name up to three factors you considered when rating a host profile: - Factor 3:,How did you decide whether a profile was AI-generated?,What do you think about the system? (2-3 sentences),"I have been debriefed by the Research team, and I understand the true intent of and the purpose of the study.",condition
"{""ImportId"":""finished""}","{""ImportId"":""QID153""}","{""ImportId"":""QID171_FIRST_CLICK""}","{""ImportId"":""QID171_LAST_CLICK""}","{""ImportId"":""QID171_PAGE_SUBMIT""}","{""ImportId"":""QID171_CLICK_COUNT""}",,"{""ImportId"":""QID56_TEXT""}","{""ImportId"":""QID59_FIRST_CLICK""}","{""ImportId"":""QID59_LAST_CLICK""}","{""ImportId"":""QID59_PAGE_SUBMIT""}","{""ImportId"":""QID59_CLICK_COUNT""}","{""ImportId"":""QID61""}","{""ImportId"":""QID223""}","{""ImportId"":""QID60""}","{""ImportId"":""QID111_FIRST_CLICK""}","{""ImportId"":""QID111_LAST_CLICK""}","{""ImportId"":""QID111_PAGE_SUBMIT""}","{""ImportId"":""QID111_CLICK_COUNT""}","{""ImportId"":""QID222""}","{""ImportId"":""QID19""}","{""ImportId"":""QID18""}","{""ImportId"":""QID20""}","{""ImportId"":""QID110_FIRST_CLICK""}","{""ImportId"":""QID110_LAST_CLICK""}","{""ImportId"":""QID110_PAGE_SUBMIT""}","{""ImportId"":""QID110_CLICK_COUNT""}","{""ImportId"":""QID224""}","{""ImportId"":""QID118""}","{""ImportId"":""QID119""}","{""ImportId"":""QID120""}","{""ImportId"":""QID121_FIRST_CLICK""}","{""ImportId"":""QID121_LAST_CLICK""}","{""ImportId"":""QID121_PAGE_SUBMIT""}","{""ImportId"":""QID121_CLICK_COUNT""}","{""ImportId"":""QID225""}","{""ImportId"":""QID75""}","{""ImportId"":""QID76""}","{""ImportId"":""QID77""}","{""ImportId"":""QID108_FIRST_CLICK""}","{""ImportId"":""QID108_LAST_CLICK""}","{""ImportId"":""QID108_PAGE_SUBMIT""}","{""ImportId"":""QID108_CLICK_COUNT""}","{""ImportId"":""QID226""}","{""ImportId"":""QID81""}","{""ImportId"":""QID82""}","{""ImportId"":""QID83""}","{""ImportId"":""QID107_FIRST_CLICK""}","{""ImportId"":""QID107_LAST_CLICK""}","{""ImportId"":""QID107_PAGE_SUBMIT""}","{""ImportId"":""QID107_CLICK_COUNT""}","{""ImportId"":""QID227""}","{""ImportId"":""QID87""}","{""ImportId"":""QID88""}","{""ImportId"":""QID89""}","{""ImportId"":""QID106_FIRST_CLICK""}","{""ImportId"":""QID106_LAST_CLICK""}","{""ImportId"":""QID106_PAGE_SUBMIT""}","{""ImportId"":""QID106_CLICK_COUNT""}","{""ImportId"":""QID228""}","{""ImportId"":""QID125""}","{""ImportId"":""QID126""}","{""ImportId"":""QID127""}","{""ImportId"":""QID128_FIRST_CLICK""}","{""ImportId"":""QID128_LAST_CLICK""}","{""ImportId"":""QID128_PAGE_SUBMIT""}","{""ImportId"":""QID128_CLICK_COUNT""}","{""ImportId"":""QID229""}","{""ImportId"":""QID93""}","{""ImportId"":""QID94""}","{""ImportId"":""QID95""}","{""ImportId"":""QID105_FIRST_CLICK""}","{""ImportId"":""QID105_LAST_CLICK""}","{""ImportId"":""QID105_PAGE_SUBMIT""}","{""ImportId"":""QID105_CLICK_COUNT""}","{""ImportId"":""QID230""}","{""ImportId"":""QID99""}","{""ImportId"":""QID100""}","{""ImportId"":""QID101""}","{""ImportId"":""QID104_FIRST_CLICK""}","{""ImportId"":""QID104_LAST_CLICK""}","{""ImportId"":""QID104_PAGE_SUBMIT""}","{""ImportId"":""QID104_CLICK_COUNT""}","{""ImportId"":""QID231""}","{""ImportId"":""QID164""}","{""ImportId"":""QID165""}","{""ImportId"":""QID166""}","{""ImportId"":""QID167_FIRST_CLICK""}","{""ImportId"":""QID167_LAST_CLICK""}","{""ImportId"":""QID167_PAGE_SUBMIT""}","{""ImportId"":""QID167_CLICK_COUNT""}","{""ImportId"":""QID232""}","{""ImportId"":""QID193""}","{""ImportId"":""QID194""}","{""ImportId"":""QID195""}","{""ImportId"":""QID196_FIRST_CLICK""}","{""ImportId"":""QID196_LAST_CLICK""}","{""ImportId"":""QID196_PAGE_SUBMIT""}","{""ImportId"":""QID196_CLICK_COUNT""}","{""ImportId"":""QID145""}","{""ImportId"":""QID146""}","{""ImportId"":""QID144""}","{""ImportId"":""QID147_FIRST_CLICK""}","{""ImportId"":""QID147_LAST_CLICK""}","{""ImportId"":""QID147_PAGE_SUBMIT""}","{""ImportId"":""QID147_CLICK_COUNT""}","{""ImportId"":""QID173""}","{""ImportId"":""QID174""}","{""ImportId"":""QID175""}","{""ImportId"":""QID178""}","{""ImportId"":""QID176_FIRST_CLICK""}","{""ImportId"":""QID176_LAST_CLICK""}","{""ImportId"":""QID176_PAGE_SUBMIT""}","{""ImportId"":""QID176_CLICK_COUNT""}","{""ImportId"":""QID184""}","{""ImportId"":""QID183""}","{""ImportId"":""QID182""}","{""ImportId"":""QID181_TEXT""}","{""ImportId"":""QID186_1""}","{""ImportId"":""QID186_2""}","{""ImportId"":""QID186_3""}","{""ImportId"":""QID233_TEXT""}","{""ImportId"":""QID103_TEXT""}","{""ImportId"":""QID151""}","{""ImportId"":""condition""}"
TRUE,I CONSENT to take part in the study.,0,0,9.953,0,,The system is creating a profile for the person. It is trying to create an effective profile.,18.785,18.785,39.193,1,I am traveling and the person in the profile offers to host me.,"Some were generated by the AI system, some were written by the host.",John is easy to see.,5.508,21.045,23.262,5,Definitely human-written1,80,Highly confident  100%,Highly confident  100%,6.53,13.096,14.204,6,4,70,60,80,11.88,18.601,20.18,5,5,90,90,Highly confident  100%,12.238,21.039,22.577,4,Definitely human-written1,Highly confident  100%,Highly confident  100%,Highly confident  100%,6.264,10.631,11.49,4,5,Highly confident  100%,Highly confident  100%,Highly confident  100%,10.169,13.493,15.446,4,Definitely human-written1,70,80,Highly confident  100%,9.69,22.738,23.613,7,3,20,30,90,10.358,20.574,21.925,5,Definitely A.I.-generated6,70,40,Highly confident  100%,11.538,21.79,22.58,9,5,50,60,40,8.024,18.402,19.326,11,Definitely human-written1,80,90,Highly confident  100%,6.416,12.43,13.518,4,60,70,50,2.575,13.018,13.563,9,60,80,90,10,2.724,16.682,17.78,8,Suburban,Male,High school graduate,1980,words used,emotion ,emojis,,"Overall, I wouldn't use it. The person can do a better job than a computer",I AGREE that the data collected during the study may be included for the purpose of the study.,baseline-ai-mixed
TRUE,I CONSENT to take part in the study.,3.301,3.691,21.318,2,,"I assume its simply using public information from the person's facebook page, including what they have listed as occupation and where they live to create a short bio.",3.875,21.458,66.26,2,I am traveling and the person in the profile offers to host me.,"Some were generated by the AI system, some were written by the host.",John is easy to see.,4.821,20.445,25.446,3,2,50,50,50,11.52,13.4,14.225,5,2,50,50,50,2.657,17.249,18.269,8,4,50,50,50,5.842,7.729,8.601,4,4,50,50,50,10.503,13.454,14.746,5,4,50,50,50,4.481,6.391,7.244,4,2,50,50,50,8.257,11.024,11.882,5,2,50,50,50,5.203,8.322,9.513,5,2,50,50,50,10.768,12.535,13.192,4,2,50,50,50,9.82,33.788,35.207,9,2,50,50,50,6.779,8.771,9.683,4,70,70,70,2.155,7.611,9.525,7,70,50,70,Strongly disagree 0%,2.727,17.894,18.918,10,Suburban,Male,Bachelor's degree in college,1986,Nothing.  They all seemed cheesy and fake to me.,"I assumed some slang terms would be less likely to be used by an AI, but anyone can program an AI to say anything so there's really no telling.",,,"I don't think there is a system.  If there is, it is going to be similar to most other responses done by said system that anyone reading them will eventually get used to them and know they weren't written by real people and will probably avoid them for how canned they are.",I AGREE that the data collected during the study may be included for the purpose of the study.,baseline-ai-mixed
TRUE,I CONSENT to take part in the study.,0,0,9.899,0,,It is generating a summary of the user based on their Facebook profile.,7.676,27.186,32.737,3,I am traveling and the person in the profile offers to host me.,"Some were generated by the AI system, some were written by the host.",John is easy to see.,13.482,24.409,25.785,3,2,80,80,80,0,0,6.066,0,2,80,80,Highly confident  100%,0,0,12.228,0,2,80,60,Highly confident  100%,0,0,16.726,0,5,70,70,90,0,0,13.831,0,4,90,90,Highly confident  100%,0,0,9.241,0,2,80,80,90,0,0,11.059,0,5,70,70,80,0,0,9.229,0,2,80,70,90,0,0,11.506,0,3,80,80,80,0,0,9.817,0,Definitely human-written1,70,70,70,0,0,7.259,0,Strongly agree 100%,Strongly agree 100%,80,0,0,4.38,0,90,90,60,10,0,0,9.274,0,Rural,Male,Bachelor's degree in college,1977,Tone,Punctuation,Decription,,It seems to do a good job talking in natural tone.  I had a hard time figuring out which were written by the AI.,I AGREE that the data collected during the study may be included for the purpose of the study.,baseline-ai-mixed
TRUE,I CONSENT to take part in the study.,21.594,21.962,22.904,2,,The system is trying to generate a profile. And it's gathering information,1.65,1.65,13.304,1,The person in the profile is traveling and I am offering to host.,"Some were generated by the AI system, some were written by the host.",John is easy to see.,0.606,14.532,15.928,4,4,50,60,40,3.588,5.71,6.528,4,4,60,80,80,10.5,12.736,13.978,4,4,40,50,60,0.302,3.908,4.7,7,3,50,60,50,2.322,5.41,6.14,5,4,70,50,80,0.978,4.012,5.012,4,5,60,70,70,0.74,4.506,5.424,8,4,90,80,Highly confident  100%,0.402,2.034,3.152,4,4,50,50,70,0.874,13.772,16.29,5,5,60,50,90,0.324,2.45,3.366,4,5,80,70,80,3.638,6.152,6.55,5,90,60,70,0.396,1.774,3.15,4,70,70,80,90,0.158,2.064,2.752,4,Suburban,Female,Bachelor's degree in college,1993,profiles,personality,history,,I think the system is completely functional. But also does good at making functional AI,I AGREE that the data collected during the study may be included for the purpose of the study.,baseline-ai-mixed
TRUE,I CONSENT to take part in the study.,2.232,8.416,14.278,3,,"Scraping his facebook profile, searching for keywords that identify who he is and where he lives, and plugging that information into a template. I think it also probably gathers metadata to fill in the blanks. ",7.426,68.554,87.04,3,I am traveling and the person in the profile offers to host me.,"Some were generated by the AI system, some were written by the host.",John is easy to see.,9.409,42.828,43.705,5,3,60,60,50,8.517,13.372,14.12,4,2,70,50,50,11.621,17.309,17.852,6,3,50,50,50,7.198,14.63,17.862,4,4,60,60,50,5.559,9.921,10.615,4,3,70,70,60,9.242,13.937,14.756,4,4,60,60,50,8.501,26.999,27.679,9,Definitely human-written1,40,30,30,4.149,19.077,20.037,5,2,20,40,40,18.874,34.466,37.968,5,2,40,30,40,7.331,13.611,15.029,4,3,50,50,50,9.179,19.577,20.731,5,70,70,70,2.767,5.655,6.687,3,50,60,60,30,2.502,10.294,10.925,4,Suburban,Female,Master's degree,1984,do they seem responsible?,is their home clean?,do they seem friendly?,,"It seems fine. For some people it will probably come up with a better description than they come come up with on their own, which would be a plus for them. ",I AGREE that the data collected during the study may be included for the purpose of the study.,baseline-ai-mixed
TRUE,I CONSENT to take part in the study.,7.608,7.608,11.464,1,,The system is skimming the persons Facebook profile and creating a bio for them.,13.536,42.387,44.274,3,I am traveling and the person in the profile offers to host me.,"Some were generated by the AI system, some were written by the host.",John is easy to see.,130.821,156.346,159.761,5,4,70,90,80,3.891,6.692,7.252,6,2,80,80,90,121.879,233.099,233.886,7,2,Highly confident  100%,Highly confident  100%,Highly confident  100%,0.643,88.918,89.942,9,3,80,90,Highly confident  100%,1.893,14.066,14.37,9,2,80,80,90,80.245,83.182,83.686,6,Definitely A.I.-generated6,60,40,40,29.999,37.723,38.307,5,Definitely A.I.-generated6,80,70,80,3.885,11.17,12.222,7,Definitely A.I.-generated6,90,80,80,1.789,17.326,17.925,8,5,70,80,70,1.1,6.311,6.983,5,4,60,60,70,9.21,20.063,20.74,5,90,90,80,26.09,46.548,47.256,10,30,70,70,50,1.401,9.822,10.649,6,Suburban,Male,High school graduate,1999,How they present themselves,Grammar,What they do,,"I think it was hard to rate because the host written samples were also really basic, so it wasn't much of a contrast. If I saw a profile with any of those writing samples they would be considered subpar.",I AGREE that the data collected during the study may be included for the purpose of the study.,baseline-ai-mixed
TRUE,I CONSENT to take part in the study.,0,0,41.503,0,,"It is reading public information from your facebook such as your job, sex and other demographic information and applying that and finding the best profile information to write. 
It is taking your information that you are allowing to be shown publicly on your facebook and deciding what to write based on the info it has collected, this is something that it can do only if you have your profile information set to ""public"". ",16.976,125.972,154.944,10,I am traveling and the person in the profile offers to host me.,"Some were generated by the AI system, some were written by the host.",John is easy to see.,30.238,55.174,56.81,3,3,80,80,70,13.647,27.338,28.176,8,2,50,80,50,24.629,33.027,34.491,4,Definitely A.I.-generated6,60,60,20,50.385,59.759,60.933,8,4,80,60,60,8.365,12.85,14.144,4,5,80,70,40,11.379,21.232,21.573,6,Definitely human-written1,80,70,90,17.637,29.576,33.374,6,Definitely A.I.-generated6,60,60,20,10.242,16.433,17.489,6,5,50,70,30,23.824,40.155,47.183,8,4,90,80,50,16.778,31.22,32.082,9,5,60,80,60,11.632,19.991,21.188,4,80,80,60,3.856,9.827,11.373,3,Strongly agree 100%,90,60,10,30.019,43.524,44.642,6,Rural,Male,Less than high school degree,1989,Structure of the sentences,Spelling errors,overall tonality ,,I think its OK but dishonest as it generates generic terms but doesn't sound as natural as a well written introduction. I think it would not be preferred by most people as they would want to write their own words. The AI would only be able to get so much information from your profile unless you give it all of your demographic information. I would feel somewhat uncomfortable sharing all my info with the AI as I dont know where or who could see the info. ,I AGREE that the data collected during the study may be included for the purpose of the study.,baseline-ai-mixed
TRUE,I CONSENT to take part in the study.,0,0,10.486,0,,is auto generating the information entered before to connect me near someone near me,1.726,48.361,48.868,7,The person in the profile and I are traveling together.,"Some were generated by the AI system, some were written by the host.",John is eager to see.,0.557,20.471,20.513,40,4,20,70,40,1.582,7.663,7.697,17,5,40,90,40,0.626,4.997,5.515,13,4,30,80,40,0.592,4.92,5.429,15,5,40,80,40,0.774,4.036,4.049,11,5,40,70,40,0.492,3.98,4.024,12,5,30,90,40,0.864,5.523,5.556,15,4,30,80,40,0.528,3.777,4.26,11,5,40,80,40,0.52,3.562,4.055,11,5,40,70,30,0.592,4.048,4.57,12,5,40,80,60,0.81,4.372,4.411,13,80,40,80,0.491,2.031,2.607,8,80,40,80,40,0.506,3.822,3.856,12,Urban,Male,Bachelor's degree in college,1993,picture,friends,post,,the system of AI is a good system ,I AGREE that the data collected during the study may be included for the purpose of the study.,baseline-ai-mixed
